Dealer_Name,Dealer_Type,Dealer_Address,City,State,Mobile,Email,Domain,Map_Location
"Shri Kia, New Devas naka",SALES,"Plot No. 7-10, Niranjanpur AB Road,New Dewas Naka, Indore",Indore,Madhya Pradesh,6262626801,salesmanager.shrikia@sbil.in,https://shri-kia-new-devas-naka.com,"https://www.google.com/maps/search/22.76889,75.9004324,Shri%20Kia,%20New%20Devas%20naka,New%20Dewas%20%20Naka,%20Indore"
"Bhagirath Kia CPO, Indore",PRE-OWNED CARS,"4, Sunshine ResidencyBijalpur, A B Road",Indore,Madhya Pradesh,9826029212,cpo@bhagirathkia.com,https://bhagirath-kiamata-gujri-campus.com,"https://www.google.com/maps/search/22.6721850,75.8372427,Bhagirath%20Kia%20CPO,%20Indore,Bijalpur,%20A%20B%20Road"
"Shri Kia CPO, Vijay Nagar",PRE-OWNED CARS,"KHASRA NO. 431GRAM NIRANJANPUR, JAIN NURSERY",Indore,Madhya Pradesh,6262000584,cpo.shrikiaindore@sbil.in,https://shri-kia-new-devas-naka.com,"https://www.google.com/maps/search/22.75,75.89,Shri%20Kia%20CPO,%20Vijay%20Nagar,GRAM%20NIRANJANPUR,%20JAIN%20NURSERY"
"Bhagirath Kia,Mata Gujri Campus",SERVICE,"Khasra No 76/6/1,Hukma Khedi, Rajendra Nagar,",Indore,Madhya Pradesh,,gmservice@bhagirathkia.com,https://bhagirath-kiamata-gujri-campus.com,"https://www.google.com/maps/search/22.654212,75.823677,Bhagirath%20Kia,Mata%20Gujri%20Campus,Hukma%20Khedi,%20Rajendra%20Nagar,"
"Bhagirath Kia,Rajiv Gandhi Circle",SERVICE,"S. No 94 K, Plot No 4, Near Rajiv Gandhi Circle,",Indore,Madhya Pradesh,,,https://bhagirath-kiamata-gujri-campus.com,"https://www.google.com/maps/search/22.682502,75.859140,Bhagirath%20Kia,Rajiv%20Gandhi%20Circle,%20Near%20Rajiv%20Gandhi%20Circle,"
"Shri Kia, New Devas naka",SERVICE,"Plot No. 7-10, Niranjanpur AB Road,New Dewas Naka, Indore",Indore,Madhya Pradesh,6262626875,wmservice.shrikia@sbil.in,https://shri-kia-new-devas-naka.com,"https://www.google.com/maps/search/22.76889,75.9004324,Shri%20Kia,%20New%20Devas%20naka,New%20Dewas%20%20Naka,%20Indore"
"Khatwani Kia, Tilwara - Nagpur Road",SALES,"16/1 -17/1, Tilwaraghat-Nagpur RoadBefore Little World School",Jabalpur,Madhya Pradesh,9516648888,khatwanikia@gmail.com,https://khatwani-kia-tilwaranagpur-road.com,"https://www.google.com/maps/search/23.12335,79.87168,Khatwani%20Kia,%20Tilwara%20-%20Nagpur%20Road,Before%20Little%20World%20School"
"Khatwani Kia, Tripuri chowk",SALES,"Tripuri Chowk,519/4/D Garha",Jabalpur,Madhya Pradesh,9516648888,khatwanikia@gmail.com,https://khatwani-kia-tripuri-chowk.com,"https://www.google.com/maps/search/23.157048,79.8913054,Khatwani%20Kia,%20Tripuri%20chowk,519/4/D%20Garha"
"Khatwani Kia, Tilwara - Nagpur Road",SERVICE,"16/1 -17/1, Tilwaraghat-Nagpur RoadBefore Little World School",Jabalpur,Madhya Pradesh,9685848539,servicemanager@khatwanikia.in,https://khatwani-kia-tilwaranagpur-road.com,"https://www.google.com/maps/search/23.12335,79.87168,Khatwani%20Kia,%20Tilwara%20-%20Nagpur%20Road,Before%20Little%20World%20School"
"Bhagirath Kia, Khargone",SALES,"Patwari Halka No. 35/25,Sanawad Road, Gram Balwadi, Khargone",Khargone,Madhya Pradesh,7354911000,smkhargone@bhagirathkia.com,,"https://www.google.com/maps/search/75.648525,21.8456483,Bhagirath%20Kia,%20Khargone,Sanawad%20Road,%20Gram%20Balwadi,%20Khargone"
"Shri Kia, Mhow Neemuch Road, Ratlam",SALES,"P No 146/3 Opp. Lavanya Palace,Sala Khedi Mhow Neemuch Road, Ratlam",Ratlam,Madhya Pradesh,9826612384,Shaktis.kia@sbil.in,https://shri-kia-ratlam.com,"https://www.google.com/maps/search/23.307703,75.067091,Shri%20Kia,%20Mhow%20Neemuch%20Road,%20Ratlam,Sala%20Khedi%20Mhow%20Neemuch%20Road,%20Ratlam"
"Baderiya Kia, Rewa",SALES,"Satna Rewa Rd, Umari,S.No. 149/1 Beside Goel Filling Station,",Rewa,Madhya Pradesh,,,https://baderiya-kia-rewa.com,"https://www.google.com/maps/search/24.50014,81.20582,Baderiya%20Kia,%20Rewa,S.No.%20149/1%20Beside%20Goel%20Filling%20Station,"
"Baderiya KIA, Rewa road",SALES,"Ward No. 17Near Satsang Bhawan, Rewa Road",Satna,Madhya Pradesh,07314855077,sales@baderiyakia.in,https://baderiya-kia-rewa-road.com,"https://www.google.com/maps/search/24.5674258,80.8842796,Baderiya%20KIA,%20Rewa%20road,Near%20Satsang%20Bhawan,%20Rewa%20Road"
"Baderiya KIA, Rewa road",SERVICE,"Ward No. 17Near Satsang Bhawan, Rewa Road",Satna,Madhya Pradesh,7489900925,service@baderiyakia.in,https://baderiya-kia-rewa-road.com,"https://www.google.com/maps/search/24.5674258,80.8842796,Baderiya%20KIA,%20Rewa%20road,Near%20Satsang%20Bhawan,%20Rewa%20Road"
"Sarvagya Kia, Burhar Road",SALES,"Khasra No 183, 193 NH-43,Burhar Road, Shahdol,",Shahdol,Madhya Pradesh,9303782595,sales.kia@sarvagya.in,https://sarvagya-kia-shahdol.com,"https://www.google.com/maps/search/23.295705593191087,81.39581026509404,Sarvagya%20Kia,%20Burhar%20Road,Burhar%20Road,%20Shahdol,"
"Sarvagya Kia, Burhar Road",SERVICE,"Khasra No 183, 193 NH-43,Burhar Road, Shahdol,",Shahdol,Madhya Pradesh,9003782596,service.kia@sarvagya.in,https://sarvagya-kia-shahdol.com,"https://www.google.com/maps/search/23.295955,81.395839,Sarvagya%20Kia,%20Burhar%20Road,Burhar%20Road,%20Shahdol,"
"Shri kia, Dewas Road",SALES,"Survey No. 1/2/3, Meen - 1Village Chandsari, Dewas Road",UJJAIN,Madhya Pradesh,9171605000,Ujjainsales.shrikia@sbil.in,https://shri-kia-dewas-road.com,"https://www.google.com/maps/search/23.1283699,75.8341575,Shri%20kia,%20Dewas%20Road,Village%20Chandsari,%20Dewas%20%20Road"
"Shri kia, Dewas Road",SERVICE,"111, Chak Kame dAgar Road, Ujjain",UJJAIN,Madhya Pradesh,,wmujjain.shrikia@sbil.in,https://shri-kia-dewas-road.com,"https://www.google.com/maps/search/23.228510,75.803484,Shri%20kia,%20Dewas%20Road,Agar%20Road,%20Ujjain"
"Sun Globe, Vidisha",SALES,"Sunglobe Kia, Near St. Mary P.G. CollegeSagar Road NH 86",Vidisha,Madhya Pradesh,9109107448,gmsales.sunglobe@gmail.com,https://sun-globe-vidisha-kia.com,"https://www.google.com/maps/search/23.52855,77.82725,Sun%20Globe,%20Vidisha,Sagar%20Road%20NH%2086"
"Sun Globe, Vidisha",SERVICE,"Sunglobe Kia, Near St. Mary P.G. CollegeSagar Road NH 86",Vidisha,Madhya Pradesh,999999999,Service.vidisha@sunglobekia.co.in,https://sun-globe-vidisha-kia.com,"https://www.google.com/maps/search/23.5286444,77.8267812,Sun%20Globe,%20Vidisha,Sagar%20Road%20NH%2086"
"Pipada Kia, Manmad Highway",SALES,"Beside Age Petrol Pump, MIDC OfficeManmad Highway, Dudh Dairy Chowk",Ahmednagar,Maharashtra,7507611111,sm@pipadakia.in,https://pipada-kia-manmad-highway.com,"https://www.google.com/maps/search/19.094800,74.748000,Pipada%20Kia,%20Manmad%20Highway,Manmad%20Highway,%20Dudh%20Dairy%20Chowk"
"Pipada Kia, Manmad Highway",SERVICE,"Beside Age Petrol Pump, MIDC OfficeManmad Highway, Dudh Dairy Chowk",Ahmednagar,Maharashtra,,,https://pipada-kia-manmad-highway.com,"https://www.google.com/maps/search/19.094800,74.748000,Pipada%20Kia,%20Manmad%20Highway,Manmad%20Highway,%20Dudh%20Dairy%20Chowk"
"Jaika, Amravati",SALES,"Survey No. 17/6 , Badnera Road,Near Jai Bharat Mangal Karyalye,",Amravati,Maharashtra,8263918321,sales.amr@jaikakia.in,https://jaika-amravati-kia.com,"https://www.google.com/maps/search/20.896907,77.747890,Jaika,%20Amravati,Near%20Jai%20Bharat%20Mangal%20Karyalye,"
"Jaika, Amravati",SERVICE,"Survey No. 17/6 , Badnera Road,Near Jai Bharat Mangal Karyalye,",Amravati,Maharashtra,8975768563,service.amr@jaikakia.in,https://jaika-amravati-kia.com,"https://www.google.com/maps/search/20.896907,77.747890,Jaika,%20Amravati,Near%20Jai%20Bharat%20Mangal%20Karyalye,"
"Dhone Kia, Baramati",SALES,"Sr.No.210/1/A/1,Baramati Moregaon Road,Khandoba Nagar,",Baramati,Maharashtra,9307300400,sales.baramati@dhonekia.com,,"https://www.google.com/maps/search/18.156542,74.561921,Dhone%20Kia,%20Baramati,Baramati%20Moregaon%20Road,Khandoba%20Nagar,"
"Parshv Kia, Chandrapur",SALES,"206/1A, Near Shani Mandir,Nagpur Road, Chandrapur,",Chandrapur,Maharashtra,7774074707,parshvkia@gmail.com,,"https://www.google.com/maps/search/20.007974,79.234196,Parshv%20Kia,%20Chandrapur,Nagpur%20Road,%20Chandrapur,"
"Ajinkya Autowheels, Seven Hills circle",SALES,"Plot No.7,8,9 Seven Hills CircleJalna Road, Chhatrapati Sambhajinagar,",Chhatrapati Sambhajinagar,Maharashtra,9112222303,smsalesaurangabad@ajinkyakia.in,https://ajinkya-autowheels-seven-hills-circle-kia.com,"https://www.google.com/maps/search/19.8755331,75.3525758,Ajinkya%20Autowheels,%20Seven%20Hills%20circle,Jalna%20Road,%20Chhatrapati%20Sambhajinagar,"
"Ajinkya Autowheels CPO , Bypass Road",PRE-OWNED CARS,"Plot No-1 Gut No-3,Opp Hotel Master Cook Beed by Pass, Near Jabinda Ground",Chhatrapati Sambhajinagar,Maharashtra,9112222303,cpoaurangabad@gmail.com,https://ajinkya-autowheels-seven-hills-circle-kia.com,"https://www.google.com/maps/search/19.8513053,75.3266778,Ajinkya%20Autowheels%20CPO%20,%20Bypass%20Road,Opp%20Hotel%20Master%20Cook%20Beed%20by%20Pass,%20Near%20Jabinda%20Ground"
"Ajinkya Autowheels, Seven Hills circle",SERVICE,"E-37, MIDC, Chikalthana, Chhatrapati Sambhajinagar,",Chhatrapati Sambhajinagar,Maharashtra,9673763495,smaurangabad@ajinkyakia.in,https://ajinkya-autowheels-seven-hills-circle-kia.com,"https://www.google.com/maps/search/19.883971,75.372824,Ajinkya%20Autowheels,%20Seven%20Hills%20circle,Chikalthana,%20Chhatrapati%20Sambhajinagar,"
"Akshay Kia, Dhule",SALES,"P-21, Additional MIDC, AvadhanNear Punyanagari Press Unit, Malegaon Road,",Dhule,Maharashtra,8408881100,smsales@akshaykia.com,https://akshay-kia-dhule.com,"https://www.google.com/maps/search/20.850732,74.763068,Akshay%20Kia,%20Dhule,Near%20Punyanagari%20Press%20Unit,%20Malegaon%20Road,"
"Akshay Kia, Dhule",SERVICE,"P-21, Additional MIDC, AvadhanNear Punyanagari Press Unit, Malegaon Road,",Dhule,Maharashtra,,,https://akshay-kia-dhule.com,"https://www.google.com/maps/search/20.850732,74.763068,Akshay%20Kia,%20Dhule,Near%20Punyanagari%20Press%20Unit,%20Malegaon%20Road,"
"AKSHAY KIA, MIDC Area",SALES,"Plot No. H-2/1,MIDC Area, Ajanta road",Jalgaon,Maharashtra,9372788111,info@akshaykia.com,https://akshay-kia-midc-area.com,"https://www.google.com/maps/search/20.980087,75.593097,AKSHAY%20KIA,%20MIDC%20Area,MIDC%20Area,%20Ajanta%20road"
"AKSHAY KIA, MIDC Area",SERVICE,"Plot No. H-2/1,MIDC Area, Ajanta road",Jalgaon,Maharashtra,9325744888,,https://akshay-kia-midc-area.com,"https://www.google.com/maps/search/20.980087,75.593097,AKSHAY%20KIA,%20MIDC%20Area,MIDC%20Area,%20Ajanta%20road"
"Modi Kia, Kongaon, Kalyan",SALES,"Balaji Archade, Kalyan Biwandi Rd,Near MGL CNG Station, Sapna Ind. Area, Pimpalgaon",Kalyan,Maharashtra,8238089600,info@modikia.com,,"https://www.google.com/maps/search/19.260646,73.091889,Modi%20Kia,%20Kongaon,%20Kalyan,Near%20MGL%20CNG%20Station,%20Sapna%20Ind.%20Area,%20%20Pimpalgaon"
"Modi Kia, Kongaon, Kalyan",SERVICE,"Balaji Archade, Kalyan Biwandi Rd,Near MGL CNG Station, Sapna Ind. Area, Pimpalgaon",Kalyan,Maharashtra,8655720582,,,"https://www.google.com/maps/search/19.259757334161037,73.09286767368022,Modi%20Kia,%20Kongaon,%20Kalyan,Near%20MGL%20CNG%20Station,%20Sapna%20Ind.%20Area,%20%20Pimpalgaon"
"Konduskar Kia, Shiroli",SALES,"Plot No.6, NH-24Shiroli-MIDC",Kolhapur,Maharashtra,7887884050,sales@konduskar-kia.in,https://konduskar-kia-shiroli.com,"https://www.google.com/maps/search/16.70314,74.25017,Konduskar%20Kia,%20Shiroli,Shiroli-MIDC"
"Konduskar Kia CPO, Shiroli",PRE-OWNED CARS,"Plot No-5, Pune-Bangalore Highway,MIDC Shiroli,",Kolhapur,Maharashtra,02316719000,cpokolhapur@konduskar-kia.in,https://konduskar-kia-shiroli.com,"https://www.google.com/maps/search/16.7535843,74.2790049,Konduskar%20Kia%20CPO,%20Shiroli,MIDC%20Shiroli,"
"Konduskar Kia, Shiroli",SERVICE,"Plot No.6, NH-24Shiroli-MIDC",Kolhapur,Maharashtra,02316719001,amit.mali@konduskar-kia.in,https://konduskar-kia-shiroli.com,"https://www.google.com/maps/search/16.70314,74.25017,Konduskar%20Kia,%20Shiroli,Shiroli-MIDC"
"Ajinkya Autowheels, Barsi road",SALES,"103, Beside Pramod Petrol PumpBarsi Road",Latur,Maharashtra,9142121111,ajinkyaautowheels@gmail.com,https://ajinkya-autowheels-barsi-road-kia.com,"https://www.google.com/maps/search/18.4089879,76.5268884,Ajinkya%20Autowheels,%20Barsi%20road,Barsi%20Road"
"Ajinkya Autowheels, Barsi road",SERVICE,"103, Beside Pramod Petrol PumpBarsi Road, Latur-413512",Latur,Maharashtra,9142121111,smservicelatur@ajinkyakia.in,https://ajinkya-autowheels-barsi-road-kia.com,"https://www.google.com/maps/search/18.4089879,76.5268884,Ajinkya%20Autowheels,%20Barsi%20road,Barsi%20Road,%20Latur-413512"
"Khushi Kia, Malegaon",SALES,"Sr. No 572,Old Agra Road, Near Girna Pool,",Malegaon,Maharashtra,8767804818,salesmgr.5047@khushikia.in,,"https://www.google.com/maps/search/20.533757,74.518626,Khushi%20Kia,%20Malegaon,Old%20Agra%20Road,%20Near%20Girna%20Pool,"
"Autobahn Kia, Worli",SALES,"Vaswani Chambers 264-265 , Unit-2Ground flr, Dr .Annie Besant Road",Mumbai,Maharashtra,9029292929,sales@kia-autobahn.com,https://autobahn-kia-prabhadevi.com,"https://www.google.com/maps/search/19.01667,72.81667,Autobahn%20Kia,%20Worli,Ground%20flr,%20Dr%20.Annie%20Besant%20Road"
"Autobahn Kia, Powai",SALES,T-SquareSaki Vihar Road,Mumbai,Maharashtra,7948224931,sales@kia-autobahn.com,https://autobahn-kia-powai.com,"https://www.google.com/maps/search/19.114772146181313,72.8892243932737,Autobahn%20Kia,%20Powai,Saki%20Vihar%20Road"
"Shaw Kia, BKC",SALES,"Ground Floor Unit 1, G Block, BKCTCG Financial Center, Plot No 53",Mumbai,Maharashtra,9833311811,info@shawkia.com,https://shaw-kia-bkc.com,"https://www.google.com/maps/search/19.069192,72.8689338,Shaw%20Kia,%20BKC,TCG%20Financial%20Center,%20Plot%20No%2053"
"Shivaay KIA, Ghatkopar",SALES,"Shop No 1, Skyline Wealth Space, Wing C-2, , Near State Bank of India,",Mumbai,Maharashtra,8657740870,sales.vidyavihar@shivaaykia.in,https://shivaay-kia-ghatkopar.com,"https://www.google.com/maps/search/19.081494,72.893205,Shivaay%20KIA,%20Ghatkopar,Wing%20C-2,%20,%20Near%20State%20Bank%20of%20India,"
"Shreenath, Malad",SALES,"Ground Floor, First Avenue, Goregaon, - Mulund Link Road, Malad, (W)",Mumbai,Maharashtra,+912248966161,sales.kia@shreenath-kia.in,https://shreenath-malad-kia.com,"https://www.google.com/maps/search/23.041755,72.6797513,Shreenath,%20Malad,Mulund%20Link%20Road,%20Malad,%20(W)"
"Shreenath, Andheri",SALES,"Unit No. 2, Waterford Building, C D Barfiwala Lane, Juhu Gali",Mumbai,Maharashtra,+912248966464,sales.kia@shreenath-kia.in,https://shreenath-andheri-kia.com,"https://www.google.com/maps/search/19.11619842,72.84054534,Shreenath,%20Andheri,fiwala%20Lane,%20Juhu%20Gali"
"Shivaay Kia CPO, Chembur",PRE-OWNED CARS,"Plot No.5,Sunder Baug,Raje Shivaji Chowk, Deonar, Mumbai",Mumbai,Maharashtra,8655646173,Shivaaykia@gmail.com,https://shivaay-kia-ghatkopar.com,"https://www.google.com/maps/search/19.046378,72.909713,Shivaay%20Kia%20CPO,%20Chembur,Raje%20Shivaji%20Chowk,%20Deonar,%20Mumbai"
"Autobahn Kia, Sewri",SERVICE,"Unit No 4, Plot No -1929 BPTP Shed Fosbery Road , Indira Nagar",Mumbai,Maharashtra,,,https://autobahn-kia-powai.com,"https://www.google.com/maps/search/18.9924132,72.8547164,Autobahn%20Kia,%20Sewri,%20BPTP%20Shed%20Fosbery%20Road%20,%20Indira%20Nagar"
"Autobahn Kia, Powai",SERVICE,"Star Metal Compound Next to L&T, Gate No. 2",Mumbai,Maharashtra,7045921116,gm.service@kia-autobahn.com,https://autobahn-kia-powai.com,"https://www.google.com/maps/search/19.1253403,72.89346119999999,Autobahn%20Kia,%20Powai,%20Next%20to%20L&T,%20%20Gate%20No.%202"
"Shaw Kia, BKC",SERVICE,"167, V.N. MargBharati Workshop Compound",Mumbai,Maharashtra,,coo.service@shawkia.com,https://shaw-kia-bkc.com,"https://www.google.com/maps/search/19.072211623728233,72.86678477287757,Shaw%20Kia,%20BKC,Bharati%20Workshop%20Compound"
"Shivaay KIA, Ghatkopar",SERVICE,"Shed No 2 CTS 108B, Bharat Silk Mills Compound, Sunderbaug Lane, Next to Phoenix Market City Mall",Mumbai,Maharashtra,8657740877,Servicegm@shivaaykia.in,https://shivaay-kia-ghatkopar.com,"https://www.google.com/maps/search/19.089037,72.887070,Shivaay%20KIA,%20Ghatkopar,%20Compound,%20Sunderbaug%20Lane,%20Next%20to%20Phoenix%20Market%20City%20Mall"
"Shreenath, Andheri",SERVICE,"Plot No.23A, Shah Industrial EstateVeera Desai Road",Mumbai,Maharashtra,9773526666,rupesh.karekar@shreenath-kia.in,https://shreenath-andheri-kia.com,"https://www.google.com/maps/search/19.1325864,72.8353597,Shreenath,%20Andheri,Veera%20Desai%20Road"
"Shreenath, Kandivali West",SERVICE,"Sevantilal Khandwala MargPlot No 87 ABCD, GOVT Industrial Estate,",Mumbai,Maharashtra,,rupesh.karekar@shreenath-kia.in,https://shreenath-andheri-kia.com,"https://www.google.com/maps/search/19.2049149,72.8282022,Shreenath,%20Kandivali%20West,Plot%20No%2087%20ABCD,%20GOVT%20Industrial%20Estate,"
"Bhavna Wheels, Nerul",SALES,"Plot No. 49, Sector 1, Near L P Bridge, Nerul East,",NAVI MUMBAI,Maharashtra,9115142477,info@bhavnakia.com,https://bhavna-wheels-nerul-kia.com,"https://www.google.com/maps/search/19.05174,73.019652,Bhavna%20Wheels,%20Nerul,Near%20L%20P%20Bridge,%20Nerul%20East,"
"Bhavna Kia CPO, Panvel",PRE-OWNED CARS,"SAI VIHAR CHS,SHOP NO-3, PLOT NO-17NEAR KHARGHAR TOLL NAKA, KHARGHAR",NAVI MUMBAI,Maharashtra,8286003023,preowned@bhavnakia.com,https://bhavna-wheels-nerul-kia.com,"https://www.google.com/maps/search/19.0363827,73.0753937,Bhavna%20Kia%20CPO,%20Panvel,NEAR%20KHARGHAR%20TOLL%20NAKA,%20KHARGHAR"
"Bhavna Wheels, Nerul",SERVICE,Plot No.D-67TTC Industrial Estate,NAVI MUMBAI,Maharashtra,02261805127,servicemanager@bhavnakia.com,https://bhavna-wheels-nerul-kia.com,"https://www.google.com/maps/search/19.05174,73.019652,Bhavna%20Wheels,%20Nerul,TTC%20Industrial%20Estate"
"Aryodaya Kia, Central Nagpur",SALES,"Plot No.39, Timber Market,Sardar Patel Sq., Great Nag Road,",Nagpur,Maharashtra,9766522223,sales@aryodayakia.com,,"https://www.google.com/maps/search/21.137018,79.09007,Aryodaya%20Kia,%20Central%20Nagpur,Sardar%20Patel%20Sq.,%20Great%20Nag%20Road,"
"Aryodaya Kia, Wardha Road, Nagpur",SALES,"P no. 04 Laxmi Vihar, GF,Beside Airport Center Point, Wardha rd,",Nagpur,Maharashtra,9766522223,sales@aryodayakia.com,,"https://www.google.com/maps/search/21.0938582,79.0652148,Aryodaya%20Kia,%20Wardha%20Road,%20Nagpur,Beside%20Airport%20Center%20Point,%20Wardha%20rd,"
"Jaika, WADI MIDC",SALES,"Plot No. P122, 123, 124 Hinga Road, MIDC",Nagpur,Maharashtra,8975768392,salesmidc@jaikakia.in,https://jaika-wadi-midc-kia.com,"https://www.google.com/maps/search/21.15017703,79.00327327,Jaika,%20WADI%20MIDC,Hinga%20Road,%20MIDC"
"Jaika, Kamptee Road",SALES,"House No. 2302,Wanjri Layout, Pili Nadi,",Nagpur,Maharashtra,7666905263,sales3s@jaikakia.in,https://jaika-kamptee-road-kia.com,"https://www.google.com/maps/search/21.18790749,79.12198222,Jaika,%20Kamptee%20Road,Wanjri%20Layout,%20Pili%20Nadi,"
"Aryodaya Kia CPO, Ujwal Nagar",PRE-OWNED CARS,"Aryodaya Kia,Beside Airport Centre Point Hotel, Opp Manish  Nagar",Nagpur,Maharashtra,7722065400,www.aryodayakia.com,,"https://www.google.com/maps/search/21.0938582,%2079.0652148,Aryodaya%20Kia%20CPO,%20Ujwal%20Nagar,Point%20Hotel,%20Opp%20Manish%C2%A0%20Nagar"
"Jaika Kia CPO, MIDC",PRE-OWNED CARS,"Plot no. E-1/P, Hingna Road,MIDC,",Nagpur,Maharashtra,9823328777,cpo@jaikakia.in,https://jaika-kamptee-road-kia.com,"https://www.google.com/maps/search/21.13419,79.00422,Jaika%20Kia%20CPO,%20MIDC,Hingna%20Road,MIDC,"
"Aryodaya Kia, Central Nagpur",SERVICE,"Block 1, Dalda Factory, 896,Imamwada Road, Near Ganeshpeth,",Nagpur,Maharashtra,8956108501,connect@aryodayakia.com,,"https://www.google.com/maps/search/21.1399806,79.0892763,Aryodaya%20Kia,%20Central%20Nagpur,Imamwada%20Road,%20Near%20Ganeshpeth,"
"Jaika, Kamptee Road",SERVICE,"House No. 2302,Wanjri Layout, Pili Nadi,",Nagpur,Maharashtra,7666900300,service.manager@jaikakia.in,https://jaika-kamptee-road-kia.com,"https://www.google.com/maps/search/21.18790749,79.12198222,Jaika,%20Kamptee%20Road,Wanjri%20Layout,%20Pili%20Nadi,"
"Ajinkya Autowheels, Nagpur Highway",SALES,"Pimpalgao (M), Nanded - Nagpur HighwayGut No. 88/89/97, NH361,",Nanded,Maharashtra,7066043066,salesnanded@ajinkyakia.in,https://ajinkya-autowheels-nagpur-highway-kia.com,"https://www.google.com/maps/search/19.217391%20,77.349716%20,Ajinkya%20Autowheels,%20Nagpur%20Highway,Gut%20No.%2088/89/97,%20NH361,"
"Khushi Cars, Opp. Civil hospital",SALES,"Sr. No. 1054, Pinnacle Mall, Trimbak Naka Signal, Opp. Civil Hospital, Nashik, Mahrashtra",Nasik,Maharashtra,9689860157,salesmgr@khushikia.in,https://khushi-cars-opp-civil-hospital-kia.com,"https://www.google.com/maps/search/19.9970032,73.7811794,Khushi%20Cars,%20Opp.%20Civil%20hospital,a%20Signal,%20Opp.%20Civil%20Hospital,%20Nashik,%20Mahrashtra"
Khushi Kia CPO,PRE-OWNED CARS,"Opp. Khushi Honda Showroom Upnagar, Nashik Puna Road",Nasik,Maharashtra,8767804818,kiakonfidence@khushikia.in,https://khushi-cars-opp-civil-hospital-kia.com,"https://www.google.com/maps/search/19.9970032,73.7811794,Khushi%20Kia%20CPO,Upnagar,%20Nashik%20Puna%20Road"
"Khushi Cars, Opp. Civil hospital",SERVICE,"D25 & 26, Street 11 B Road, Satpur MIDC Road, Nashik, Maharashtra",Nasik,Maharashtra,9307902891,service@khushikia.in,https://khushi-cars-opp-civil-hospital-kia.com,"https://www.google.com/maps/search/19.999334,73.7431039,Khushi%20Cars,%20Opp.%20Civil%20hospital,Road,%20Nashik,%20Maharashtra"
"Bhavna Wheels, Panvel",SALES,"Shop No. 6 & 106, Bhoomi Landmark, Sector 17",Panvel,Maharashtra,9115142477,info@bhavnakia.com,https://bhavna-wheels-panvel-kia.com,"https://www.google.com/maps/search/19.0088,73.10557,Bhavna%20Wheels,%20Panvel,Sector%2017"
"Bhavna Wheels, Mumbai-Pune old Highway",SERVICE,"Near D-Mart,Mumbai-Pune old Highway, Tal59/A,At-Kolkhe village",Panvel,Maharashtra,,ccmservicepanvel@bhavnakia.com,https://bhavna-wheels-nerul-kia.com,"https://www.google.com/maps/search/18.96611111,78.13680556,Bhavna%20Wheels,%20Mumbai-Pune%20old%20Highway,59/A,At-Kolkhe%20village"
"Dhone Wheels, Satara Road",SALES,"City Sr. No. 3381 Pune Stara Road, Parvati",Pune,Maharashtra,9607930494,sm.satararoad@dhonekia.com,https://dhone-wheels-satara-road-kia.com,"https://www.google.com/maps/search/18.47675,73.85683,Dhone%20Wheels,%20Satara%20Road,%20Pune%20Stara%20Road,%20Parvati"
"Dhone Wheels, Hadapsar",SALES,"S. No. 82/2, Pune Solapur HighwayManjri, Hadapsar",Pune,Maharashtra,9607930496,sm.hadapsar@dhonekia.com,https://dhone-wheels-hadapsar-kia.com,"https://www.google.com/maps/search/18.496189,73.972191,Dhone%20Wheels,%20Hadapsar,Manjri,%20Hadapsar"
"Aman Motors, Nagar Road",SALES,"Nyati Unitree, Showroom No. 3&4UG Floor, Survey No.103/129, Nagar Road",Pune,Maharashtra,+912071177770,sales.yerwada@amankia.in,https://aman-motors-nagar-road-kia.com,"https://www.google.com/maps/search/18.653953,73.806548,Aman%20Motors,%20Nagar%20Road,UG%20Floor,%20Survey%20No.103/129,%20Nagar%20Road"
"Aman Motors, MIDC Chinchwad",SALES,"Plot No. 33/2, D2 Block, MIDCChinchwad 411019",Pune,Maharashtra,02071533839,sales@amankia.in,https://aman-motors-midc-chinchwad-kia.com,"https://www.google.com/maps/search/18.654194,73.803516,Aman%20Motors,%20MIDC%20Chinchwad,Chinchwad%20411019"
"Aman Kia, Wakad",SALES,"Service Rd, Karpe Nagar,Kemse Vasti, Wakad, Pimpri-Chinchwad,",Pune,Maharashtra,020-4855 4855,sales.wakad@amankia.in,,"https://www.google.com/maps/search/18.6003342,73.7511901,Aman%20Kia,%20Wakad,Kemse%20Vasti,%20Wakad,%20Pimpri-Chinchwad,"
"Crystal Auto, Baner",SALES,"Axis Centra Mumbai Bangalore highway,",Pune,Maharashtra,020 68280011,salesmanager.bn@crystalauto.co.in,https://crystal-auto-baner-kia.com,"https://www.google.com/maps/search/18.5649,73.77049,Crystal%20Auto,%20Baner,%20Mumbai%20Bangalore%20highway,"
"Crystal Auto, Tilak Road",SALES,"Sno. 458/2, Sadashiv PethTilak Road, Pune-411030",Pune,Maharashtra,020-68280000,Saleshead.tr@ crystalauto.co.in,https://crystal-auto-tilak-road-kia.com,"https://www.google.com/maps/search/18.50372,73.8037178,Crystal%20Auto,%20Tilak%20Road,Tilak%20Road,%20Pune-411030"
